text;language;label;cleaned_text;tokens
المبادرة بتخلي الشخص مميز;arabic;clean;المبادره بتخلي الشخص مميز;['المبادره', 'بتخلي', 'الشخص', 'مميز']
GitHub;english;clean;github;['github']
ساهمت في مبادرات فريقية، شجعت التعاون، ونقلت المعرفة لتحقيق الأهداف.;arabic;clean;ساهمت مبادرات فريقيه شجعت التعاون ونقلت المعرفه لتحقيق الاهداف;['ساهمت', 'مبادرات', 'فريقيه', 'شجعت', 'التعاون', 'ونقلت', 'المعرفه', 'لتحقيق', 'الاهداف']
Tracking time for complex projects ensures timely completion and quality.;english;clean;tracking time complex projects ensures timely completion quality;['tracking', 'time', 'complex', 'projects', 'ensures', 'timely', 'completion', 'quality']
Conducting post-project evaluations enhances learning for future projects.;english;clean;conducting postproject evaluations enhances learning future projects;['conducting', 'postproject', 'evaluations', 'enhances', 'learning', 'future', 'projects']
You always criticize without reason.;english;toxic;always criticize without reason;['always', 'criticize', 'without', 'reason']
تنظيم المهام;arabic;clean;تنظيم المهام;['تنظيم', 'المهام']
Developing multitasking skills improves productivity.;english;clean;developing multitasking skills improves productivity;['developing', 'multitasking', 'skills', 'improves', 'productivity']
إزاي ممكن الخريجين يوسعوا شبكة علاقاتهم المهنية في أول سنة بعد التخرج؟;arabic;clean;ازاي ممكن الخريجين يوسعوا شبكه علاقاتهم المهنيه اول سنه التخرج;['ازاي', 'ممكن', 'الخريجين', 'يوسعوا', 'شبكه', 'علاقاتهم', 'المهنيه', 'اول', 'سنه', 'التخرج']
مهارات إنتاجية;arabic;clean;مهارات انتاجيه;['مهارات', 'انتاجيه']
Time management prevents wasting time on unimportant matters;english;clean;time management prevents wasting time unimportant matters;['time', 'management', 'prevents', 'wasting', 'time', 'unimportant', 'matters']
Marketing Specialist;english;clean;marketing specialist;['marketing', 'specialist']
ازاي تختار المجال اللي يناسبك؟;arabic;clean;ازاي تختار المجال اللي يناسبك;['ازاي', 'تختار', 'المجال', 'اللي', 'يناسبك']
تعلم تتعامل مع المواقف الصعبة بشكل عقلاني.;arabic;clean;تعلم تتعامل المواقف الصعبه بشكل عقلاني;['تعلم', 'تتعامل', 'المواقف', 'الصعبه', 'بشكل', 'عقلاني']
pharmacology;english;clean;pharmacology;['pharmacology']
خيال;arabic;clean;خيال;['خيال']
كمهندسة مبتدئة، طوّرت نظام تحكم آلي لمصنع صغير، وده قلّل الهدر وزوّد الكفاءة، أنا طالبة في السنة الأخيرة;arabic;clean;كمهندسه مبتديه طورت نظام تحكم الي لمصنع صغير وده قلل الهدر وزود الكفاءه انا طالبه السنه الاخيره;['كمهندسه', 'مبتديه', 'طورت', 'نظام', 'تحكم', 'الي', 'لمصنع', 'صغير', 'وده', 'قلل', 'الهدر', 'وزود', 'الكفاءه', 'انا', 'طالبه', 'السنه', 'الاخيره']
مكتب المستشار الأكاديمي;arabic;clean;مكتب المستشار الاكاديمي;['مكتب', 'المستشار', 'الاكاديمي']
استنتاجات قائمة على الأدلة;arabic;clean;استنتاجات قايمه علي الادله;['استنتاجات', 'قايمه', 'علي', 'الادله']
مركز الابتكار;arabic;clean;مركز الابتكار;['مركز', 'الابتكار']
شبكات الخريجين تقدم إرشاداً وفرص مهنية للخريجين الجدد.;arabic;clean;شبكات الخريجين تقدم ارشادا وفرص مهنيه للخريجين الجدد;['شبكات', 'الخريجين', 'تقدم', 'ارشادا', 'وفرص', 'مهنيه', 'للخريجين', 'الجدد']
تبادل المعلومات;arabic;clean;تبادل المعلومات;['تبادل', 'المعلومات']
خليك دايمًا واضح في بداية العرض ونهايته.;arabic;clean;خليك دايما واضح بدايه العرض ونهايته;['خليك', 'دايما', 'واضح', 'بدايه', 'العرض', 'ونهايته']
يئنّ;arabic;clean;يين;['يين']
Practicing continuous integration improves development workflows.;english;clean;practicing continuous integration improves development workflows;['practicing', 'continuous', 'integration', 'improves', 'development', 'workflows']
I learned how to deal with unexpected challenges and find innovative solutions.;english;clean;learned deal unexpected challenges find innovative solutions;['learned', 'deal', 'unexpected', 'challenges', 'find', 'innovative', 'solutions']
Understanding organizational culture helps anticipate workplace expectations.;english;clean;understanding organizational culture helps anticipate workplace expectations;['understanding', 'organizational', 'culture', 'helps', 'anticipate', 'workplace', 'expectations']
مشتت;arabic;toxic;مشتت;['مشتت']
mosahama_3amal;mixed;clean;mosahama3amal;['mosahama3amal']
العمل الاحترافي بيظهر في الالتزام بالمواعيد;arabic;clean;العمل الاحترافي بيظهر الالتزام بالمواعيد;['العمل', 'الاحترافي', 'بيظهر', 'الالتزام', 'بالمواعيد']
consultative session;english;clean;consultative session;['consultative', 'session']
حاول تحافظ على خطة طويلة المدى لتطوير مهاراتك.;arabic;clean;حاول تحافظ علي خطه طويله المدي لتطوير مهاراتك;['حاول', 'تحافظ', 'علي', 'خطه', 'طويله', 'المدي', 'لتطوير', 'مهاراتك']
Stick to daily and weekly task commitments.;english;clean;stick daily weekly task commitments;['stick', 'daily', 'weekly', 'task', 'commitments']
دعائي لك بالتوفيق في جميع خطواتك ومساعيك المستقبلية.;arabic;clean;دعايي بالتوفيق خطواتك ومساعيك المستقبليه;['دعايي', 'بالتوفيق', 'خطواتك', 'ومساعيك', 'المستقبليه']
ازاي اتعامل مع ضغوط الشغل اليومية؟;arabic;clean;ازاي اتعامل ضغوط الشغل اليوميه;['ازاي', 'اتعامل', 'ضغوط', 'الشغل', 'اليوميه']
Presentation skills are important for project success;english;clean;presentation skills important project success;['presentation', 'skills', 'important', 'project', 'success']
مستوى التكيف;arabic;clean;مستوي التكيف;['مستوي', 'التكيف']
حافظ على التركيز على مهام اليوم بدون التشتت.;arabic;clean;حافظ علي التركيز علي مهام اليوم بدون التشتت;['حافظ', 'علي', 'التركيز', 'علي', 'مهام', 'اليوم', 'بدون', 'التشتت']
I am willing to take on new challenges;english;clean;willing take new challenges;['willing', 'take', 'new', 'challenges']
I’m amazed by the precision and skill you bring to every task.;english;clean;im amazed precision skill bring every task;['im', 'amazed', 'precision', 'skill', 'bring', 'every', 'task']
إدارية;arabic;clean;اداريه;['اداريه']
disgusting;english;toxic;disgusting;['disgusting']
مهارات تنظيم مكتب;arabic;clean;مهارات تنظيم مكتب;['مهارات', 'تنظيم', 'مكتب']
ايه الفرق بين الشغل في الحكومة والشغل في القطاع الخاص؟;arabic;clean;ايه الفرق الشغل الحكومه والشغل القطاع الخاص;['ايه', 'الفرق', 'الشغل', 'الحكومه', 'والشغل', 'القطاع', 'الخاص']
practical;english;clean;practical;['practical']
Participating in mentorship programs enhances skill development and opportunities.;english;clean;participating mentorship programs enhances skill development opportunities;['participating', 'mentorship', 'programs', 'enhances', 'skill', 'development', 'opportunities']
تحضير مقابلات;arabic;clean;تحضير مقابلات;['تحضير', 'مقابلات']
المدير بيتابع كل مشروع بدقة.;arabic;clean;المدير بيتابع مشروع بدقه;['المدير', 'بيتابع', 'مشروع', 'بدقه']
You behave annoyingly.;english;toxic;behave annoyingly;['behave', 'annoyingly']
I coordinated meetings, documented outcomes, and ensured that team members were aligned, which enhanced my organizational and communication skills.;english;clean;coordinated meetings documented outcomes ensured team members aligned enhanced organizational communication skills;['coordinated', 'meetings', 'documented', 'outcomes', 'ensured', 'team', 'members', 'aligned', 'enhanced', 'organizational', 'communication', 'skills']
البحث عن عمل بيخليك تعرف الفرص المتاحة;arabic;clean;البحث عمل بيخليك تعرف الفرص المتاحه;['البحث', 'عمل', 'بيخليك', 'تعرف', 'الفرص', 'المتاحه']
ما هي أفضل طريقة للتحدث عن خبرتي؟;arabic;clean;افضل طريقه للتحدث خبرتي;['افضل', 'طريقه', 'للتحدث', 'خبرتي']
الأشجع;arabic;clean;الاشجع;['الاشجع']
Alumni mentorship programs help graduates navigate early career challenges.;english;clean;alumni mentorship programs help graduates navigate early career challenges;['alumni', 'mentorship', 'programs', 'help', 'graduates', 'navigate', 'early', 'career', 'challenges']
راغب في القبول;arabic;clean;راغب القبول;['راغب', 'القبول']
إدارة شؤون الطلاب;arabic;clean;اداره شوون الطلاب;['اداره', 'شوون', 'الطلاب']
Maintain a consistent sleep and wake schedule to preserve your energy.;english;clean;maintain consistent sleep wake schedule preserve energy;['maintain', 'consistent', 'sleep', 'wake', 'schedule', 'preserve', 'energy']
research;english;clean;research;['research']
Progress Tracking Skills;english;clean;progress tracking skills;['progress', 'tracking', 'skills']
I’m beyond exhausted from dealing with your ongoing incompetence.;english;toxic;im beyond exhausted dealing ongoing incompetence;['im', 'beyond', 'exhausted', 'dealing', 'ongoing', 'incompetence']
reception center;english;clean;reception center;['reception', 'center']
أنت تهمل التحضير لأي مهمة.;arabic;toxic;انت تهمل التحضير لاي مهمه;['انت', 'تهمل', 'التحضير', 'لاي', 'مهمه']
الإخافة;arabic;toxic;الاخافه;['الاخافه']
plan;english;clean;plan;['plan']
يغري;arabic;toxic;يغري;['يغري']
Results-focused;english;clean;resultsfocused;['resultsfocused']
you manipulate others;english;toxic;manipulate others;['manipulate', 'others']
Make use of time spent commuting or waiting.;english;clean;make use time spent commuting waiting;['make', 'use', 'time', 'spent', 'commuting', 'waiting']
Plan;english;clean;plan;['plan']
تجريح مبطن;arabic;toxic;تجريح مبطن;['تجريح', 'مبطن']
الأسهم;arabic;clean;الاسهم;['الاسهم']
Personal Innovation Skills;english;clean;personal innovation skills;['personal', 'innovation', 'skills']
Curiosity;english;clean;curiosity;['curiosity']
يارب دايمًا تكون بصحة وعافية وتنجح في كل مجالات حياتك.;arabic;clean;يارب دايما تكون بصحه وعافيه وتنجح مجالات حياتك;['يارب', 'دايما', 'تكون', 'بصحه', 'وعافيه', 'وتنجح', 'مجالات', 'حياتك']
Be always ready to try new learning methods.;english;clean;always ready try new learning methods;['always', 'ready', 'try', 'new', 'learning', 'methods']
مبروك على بداية مشوارك المهني!;arabic;clean;مبروك علي بدايه مشوارك المهني;['مبروك', 'علي', 'بدايه', 'مشوارك', 'المهني']
غير صادق;arabic;toxic;صادق;['صادق']
يخدّر;arabic;toxic;يخدر;['يخدر']
نسخ احتياطي;arabic;clean;نسخ احتياطي;['نسخ', 'احتياطي']
تعبير بغيض;arabic;toxic;تعبير بغيض;['تعبير', 'بغيض']
Learning to research and compare job offers ensures informed decisions.;english;clean;learning research compare job offers ensures informed decisions;['learning', 'research', 'compare', 'job', 'offers', 'ensures', 'informed', 'decisions']
المشرف بيعطي تقارير عن الأداء;arabic;clean;المشرف بيعطي تقارير الاداء;['المشرف', 'بيعطي', 'تقارير', 'الاداء']
لاب توب;arabic;clean;لاب توب;['لاب', 'توب']
كلية طب الأسنان;arabic;clean;كليه طب الاسنان;['كليه', 'طب', 'الاسنان']
array;english;clean;array;['array']
فرصة عمل;arabic;clean;فرصه عمل;['فرصه', 'عمل']
التطوير المستمر;arabic;clean;التطوير المستمر;['التطوير', 'المستمر']
إيجابي;arabic;clean;ايجابي;['ايجابي']
Practicing self-evaluation identifies strengths and areas for improvement.;english;clean;practicing selfevaluation identifies strengths areas improvement;['practicing', 'selfevaluation', 'identifies', 'strengths', 'areas', 'improvement']
Updating your resume and LinkedIn profile improves your chances of being noticed.;english;clean;updating resume linkedin profile improves chances noticed;['updating', 'resume', 'linkedin', 'profile', 'improves', 'chances', 'noticed']
المستشار بيشجع على المبادرة والإبداع;arabic;clean;المستشار بيشجع علي المبادره والابداع;['المستشار', 'بيشجع', 'علي', 'المبادره', 'والابداع']
venglishue;english;clean;venglishue;['venglishue']
انتظار;arabic;clean;انتظار;['انتظار']
أجيد ترتيب الأولويات;arabic;clean;اجيد ترتيب الاولويات;['اجيد', 'ترتيب', 'الاولويات']
ايه الوظايف اللي محتاجة مهارات تواصل عالية؟;arabic;clean;ايه الوظايف اللي محتاجه مهارات تواصل عاليه;['ايه', 'الوظايف', 'اللي', 'محتاجه', 'مهارات', 'تواصل', 'عاليه']
المرونة بتسهل الشغل الجماعي;arabic;clean;المرونه بتسهل الشغل الجماعي;['المرونه', 'بتسهل', 'الشغل', 'الجماعي']
الإرهاب;arabic;toxic;الارهاب;['الارهاب']
لا تفقد الأمل مهما واجهتك التحديات، فالصبر والمثابرة تصنع المعجزات;arabic;clean;تفقد الامل واجهتك التحديات فالصبر والمثابره تصنع المعجزات;['تفقد', 'الامل', 'واجهتك', 'التحديات', 'فالصبر', 'والمثابره', 'تصنع', 'المعجزات']
Maroon;english;clean;maroon;['maroon']
هل التدريب المهني بيساعد في تحسين فرصنا في سوق الشغل؟ إيه النوع الأكثر فائدة؟;arabic;clean;التدريب المهني بيساعد تحسين فرصنا سوق الشغل ايه النوع الاكثر فايده;['التدريب', 'المهني', 'بيساعد', 'تحسين', 'فرصنا', 'سوق', 'الشغل', 'ايه', 'النوع', 'الاكثر', 'فايده']
Using digital tools enhances teamwork and productivity.;english;clean;using digital tools enhances teamwork productivity;['using', 'digital', 'tools', 'enhances', 'teamwork', 'productivity']
المهارات الابتكارية;arabic;clean;المهارات الابتكاريه;['المهارات', 'الابتكاريه']
تدريب داخلي;arabic;clean;تدريب داخلي;['تدريب', 'داخلي']
I contributed to improving operational efficiency by identifying bottlenecks, suggesting process enhancements, and implementing solutions.;english;clean;contributed improving operational efficiency identifying bottlenecks suggesting process enhancements implementing solutions;['contributed', 'improving', 'operational', 'efficiency', 'identifying', 'bottlenecks', 'suggesting', 'process', 'enhancements', 'implementing', 'solutions']
شارك في مناقشات أو مجموعات تعلمية عشان توسع خبرتك.;arabic;clean;شارك مناقشات او مجموعات تعلميه عشان توسع خبرتك;['شارك', 'مناقشات', 'او', 'مجموعات', 'تعلميه', 'عشان', 'توسع', 'خبرتك']
Reflecting on experiences improves future performance and choices.;english;clean;reflecting experiences improves future performance choices;['reflecting', 'experiences', 'improves', 'future', 'performance', 'choices']
غاية;arabic;clean;غايه;['غايه']
تركواز;arabic;clean;تركواز;['تركواز']
لغات;arabic;clean;لغات;['لغات']
Strategic planning improves the performance of different teams;english;clean;strategic planning improves performance different teams;['strategic', 'planning', 'improves', 'performance', 'different', 'teams']
ممكن نعمل اجتماع سريع;arabic;clean;ممكن نعمل اجتماع سريع;['ممكن', 'نعمل', 'اجتماع', 'سريع']
Internships provide graduates with practical knowledge and industry exposure.;english;clean;internships provide graduates practical knowledge industry exposure;['internships', 'provide', 'graduates', 'practical', 'knowledge', 'industry', 'exposure']
Hands-on Experienglishce;english;clean;handson experienglishce;['handson', 'experienglishce']
أستطيع التعامل مع النقد البناء;arabic;clean;استطيع التعامل النقد البناء;['استطيع', 'التعامل', 'النقد', 'البناء']
tutorial;english;clean;tutorial;['tutorial']
أتمنى أن تكون أيامك مليئة بالفرح والنجاح وتحقيق الأهداف.;arabic;clean;اتمني ان تكون ايامك ملييه بالفرح والنجاح وتحقيق الاهداف;['اتمني', 'ان', 'تكون', 'ايامك', 'ملييه', 'بالفرح', 'والنجاح', 'وتحقيق', 'الاهداف']
Recruitment;english;clean;recruitment;['recruitment']
great idea;english;clean;great idea;['great', 'idea']
Fostering a positive team environment improves satisfaction and engagement.;english;clean;fostering positive team environment improves satisfaction engagement;['fostering', 'positive', 'team', 'environment', 'improves', 'satisfaction', 'engagement']
aid;english;clean;aid;['aid']
Problem-solving is a necessary skill for any job;english;clean;problemsolving necessary skill job;['problemsolving', 'necessary', 'skill', 'job']
التفويض;arabic;clean;التفويض;['التفويض']
الإنتعاش;arabic;clean;الانتعاش;['الانتعاش']
ما هي الوظائف التي تعتمد على التفكير النقدي؟;arabic;clean;الوظايف تعتمد علي التفكير النقدي;['الوظايف', 'تعتمد', 'علي', 'التفكير', 'النقدي']
تقنية المعلومات,مطور تطبيقات;arabic;clean;تقنيه المعلوماتمطور تطبيقات;['تقنيه', 'المعلوماتمطور', 'تطبيقات']
Hope you continue learning, growing, and achieving your dreams.;english;clean;hope continue learning growing achieving dreams;['hope', 'continue', 'learning', 'growing', 'achieving', 'dreams']
متردد جدًا;arabic;toxic;متردد جدا;['متردد', 'جدا']
متعاون;arabic;clean;متعاون;['متعاون']
خطة طوارئ;arabic;clean;خطه طواري;['خطه', 'طواري']
Your repeated negligence shows zero respect for others’ time and effort.;english;toxic;repeated negligence shows zero respect others time effort;['repeated', 'negligence', 'shows', 'zero', 'respect', 'others', 'time', 'effort']
Practicing time estimation enhances planning accuracy.;english;clean;practicing time estimation enhances planning accuracy;['practicing', 'time', 'estimation', 'enhances', 'planning', 'accuracy']
The project is very useful, the design is smooth and clear, every step is practical and understandable, and I felt that every feature helps the user apply ideas in real life.;english;clean;project useful design smooth clear every step practical understandable felt every feature helps user apply ideas real life;['project', 'useful', 'design', 'smooth', 'clear', 'every', 'step', 'practical', 'understandable', 'felt', 'every', 'feature', 'helps', 'user', 'apply', 'ideas', 'real', 'life']
Analyze risks before making any important decision.;english;clean;analyze risks making important decision;['analyze', 'risks', 'making', 'important', 'decision']
proficienglishcy;english;clean;proficienglishcy;['proficienglishcy']
Kudos on this remarkable achievement, wishing you a bright future full of opportunities.;english;clean;kudos remarkable achievement wishing bright future full opportunities;['kudos', 'remarkable', 'achievement', 'wishing', 'bright', 'future', 'full', 'opportunities']
Maintaining focus on shared vision aligns team efforts with objectives.;english;clean;maintaining focus shared vision aligns team efforts objectives;['maintaining', 'focus', 'shared', 'vision', 'aligns', 'team', 'efforts', 'objectives']
إدراج مراجع العملاء أو المشاريع يعزز مصداقية البورتفوليو.;arabic;clean;ادراج مراجع العملاء او المشاريع يعزز مصداقيه البورتفوليو;['ادراج', 'مراجع', 'العملاء', 'او', 'المشاريع', 'يعزز', 'مصداقيه', 'البورتفوليو']
الورشة كانت رائعة جدًا، كل خطوة عملية ومباشرة، الأدوات متاحة وسهلة الاستخدام، الشرح واضح ومفصل، والفريق ودود ومتعاون، حسيت إن كل شخص نشيط وطموح وملتزم بتعلم كل المهارات العملية، وكمان البيئة التعليمية محفزة جدًا.;arabic;clean;الورشه كانت رايعه جدا خطوه عمليه ومباشره الادوات متاحه وسهله الاستخدام الشرح واضح ومفصل والفريق ودود ومتعاون حسيت ان شخص نشيط وطموح وملتزم بتعلم المهارات العمليه وكمان البييه التعليميه محفزه جدا;['الورشه', 'كانت', 'رايعه', 'جدا', 'خطوه', 'عمليه', 'ومباشره', 'الادوات', 'متاحه', 'وسهله', 'الاستخدام', 'الشرح', 'واضح', 'ومفصل', 'والفريق', 'ودود', 'ومتعاون', 'حسيت', 'ان', 'شخص', 'نشيط', 'وطموح', 'وملتزم', 'بتعلم', 'المهارات', 'العمليه', 'وكمان', 'البييه', 'التعليميه', 'محفزه', 'جدا']
محتوى غير كافي;arabic;toxic;محتوي كافي;['محتوي', 'كافي']
مهارات تدريب;arabic;clean;مهارات تدريب;['مهارات', 'تدريب']
مذكرة;arabic;clean;مذكره;['مذكره']
اشتغلت على مشروع عملاء، اتعلمت كيف أتعامل مع مختلف شخصيات العملاء بذكاء.;arabic;clean;اشتغلت علي مشروع عملاء اتعلمت اتعامل مختلف شخصيات العملاء بذكاء;['اشتغلت', 'علي', 'مشروع', 'عملاء', 'اتعلمت', 'اتعامل', 'مختلف', 'شخصيات', 'العملاء', 'بذكاء']
المهارات الإبداعية;arabic;clean;المهارات الابداعيه;['المهارات', 'الابداعيه']
can we talk;english;clean;talk;['talk']
الشغل المستمر بيطور المهارات;arabic;clean;الشغل المستمر بيطور المهارات;['الشغل', 'المستمر', 'بيطور', 'المهارات']
ارتفاع;arabic;clean;ارتفاع;['ارتفاع']
أنت تقلل من قيمة العمل الجماعي.;arabic;toxic;انت تقلل قيمه العمل الجماعي;['انت', 'تقلل', 'قيمه', 'العمل', 'الجماعي']
فرص خريجين;arabic;clean;فرص خريجين;['فرص', 'خريجين']
Follow your daily plan to reduce stress.;english;clean;follow daily plan reduce stress;['follow', 'daily', 'plan', 'reduce', 'stress']
I’m inspired by your ability to consistently deliver excellent results.;english;clean;im inspired ability consistently deliver excellent results;['im', 'inspired', 'ability', 'consistently', 'deliver', 'excellent', 'results']
الإيقاف;arabic;toxic;الايقاف;['الايقاف']
مرحلة;arabic;clean;مرحله;['مرحله']
commenglisht;english;clean;commenglisht;['commenglisht']
el ta3awen ma3 el zomala2y by7sen el natayeg.;mixed;clean;el ta3awen ma3 el zomala2y by7sen el natayeg;['el', 'ta3awen', 'ma3', 'el', 'zomala2y', 'by7sen', 'el', 'natayeg']
like;english;clean;like;['like']
scientific research lab;english;clean;scientific research lab;['scientific', 'research', 'lab']
التدريب بيخليني مستعد لأي وظيفة;arabic;clean;التدريب بيخليني مستعد لاي وظيفه;['التدريب', 'بيخليني', 'مستعد', 'لاي', 'وظيفه']
قادر على النقاش;arabic;clean;قادر علي النقاش;['قادر', 'علي', 'النقاش']
إنت بتنسى التفاصيل.;arabic;toxic;انت بتنسي التفاصيل;['انت', 'بتنسي', 'التفاصيل']
حاول تتعلم من خبرات زملائك وأفكارهم.;arabic;clean;حاول تتعلم خبرات زملايك وافكارهم;['حاول', 'تتعلم', 'خبرات', 'زملايك', 'وافكارهم']
journalism;english;clean;journalism;['journalism']
I participated in a complex group project, sharing ideas that enhanced my creative thinking.;english;clean;participated complex group project sharing ideas enhanced creative thinking;['participated', 'complex', 'group', 'project', 'sharing', 'ideas', 'enhanced', 'creative', 'thinking']
كنت خايفة أعمل غلطة، بس حاولت أركز في التعليمات وأفهم كل حاجة قبل ما أبدأ.;arabic;clean;كنت خايفه اعمل غلطه حاولت اركز التعليمات وافهم حاجه ابدا;['كنت', 'خايفه', 'اعمل', 'غلطه', 'حاولت', 'اركز', 'التعليمات', 'وافهم', 'حاجه', 'ابدا']
englishtry-level;english;clean;englishtrylevel;['englishtrylevel']
صاعد;arabic;clean;صاعد;['صاعد']
الواقع المعزز;arabic;clean;الواقع المعزز;['الواقع', 'المعزز']
السيارات ذاتية القيادة;arabic;clean;السيارات ذاتيه القياده;['السيارات', 'ذاتيه', 'القياده']
Building end-to-end applications develops full-stack expertise.;english;clean;building endtoend applications develops fullstack expertise;['building', 'endtoend', 'applications', 'develops', 'fullstack', 'expertise']
خلال التخرج حسيت بأهمية التخطيط المسبق لكل خطوة، من البحث للعرض النهائي.;arabic;clean;خلال التخرج حسيت باهميه التخطيط المسبق لكل خطوه البحث للعرض النهايي;['خلال', 'التخرج', 'حسيت', 'باهميه', 'التخطيط', 'المسبق', 'لكل', 'خطوه', 'البحث', 'للعرض', 'النهايي']
أنا موجه نحو الهدف;arabic;clean;انا موجه الهدف;['انا', 'موجه', 'الهدف']
متعاون جدًا;arabic;clean;متعاون جدا;['متعاون', 'جدا']
الاستقامة;arabic;clean;الاستقامه;['الاستقامه']
كن واثقًا من نفسك;arabic;clean;واثقا نفسك;['واثقا', 'نفسك']
أنجزت مهام كبيرة الفترة اللي فاتت، وكنت فخور بكل خطوة عملتها بإيدي حتى لو كانت صغيرة، لأنها كلها بتكوّن النتيجة الكبيرة.;arabic;clean;انجزت مهام كبيره الفتره اللي فاتت وكنت فخور بكل خطوه عملتها بايدي حتي كانت صغيره لانها كلها بتكون النتيجه الكبيره;['انجزت', 'مهام', 'كبيره', 'الفتره', 'اللي', 'فاتت', 'وكنت', 'فخور', 'بكل', 'خطوه', 'عملتها', 'بايدي', 'حتي', 'كانت', 'صغيره', 'لانها', 'كلها', 'بتكون', 'النتيجه', 'الكبيره']
خليك واضح في تحديد مهامك اليومية قبل بدء اليوم.;arabic;clean;خليك واضح تحديد مهامك اليوميه بدء اليوم;['خليك', 'واضح', 'تحديد', 'مهامك', 'اليوميه', 'بدء', 'اليوم']
اتعلمت ازاي أدير مشاريع متعددة في نفس الوقت، وأوازن الأولويات، وأخلص الشغل بجودة عالية.;arabic;clean;اتعلمت ازاي ادير مشاريع متعدده الوقت واوازن الاولويات واخلص الشغل بجوده عاليه;['اتعلمت', 'ازاي', 'ادير', 'مشاريع', 'متعدده', 'الوقت', 'واوازن', 'الاولويات', 'واخلص', 'الشغل', 'بجوده', 'عاليه']
إيقاف;arabic;clean;ايقاف;['ايقاف']
لغة غاضبة;arabic;toxic;لغه غاضبه;['لغه', 'غاضبه']
انتظر;arabic;clean;انتظر;['انتظر']
ندوة توجيهية;arabic;clean;ندوه توجيهيه;['ندوه', 'توجيهيه']
بطاقة;arabic;clean;بطاقه;['بطاقه']
الخريجون يجب أن يحافظوا على علاقات الإرشاد للحصول على نصائح مستمرة.;arabic;clean;الخريجون يجب ان يحافظوا علي علاقات الارشاد للحصول علي نصايح مستمره;['الخريجون', 'يجب', 'ان', 'يحافظوا', 'علي', 'علاقات', 'الارشاد', 'للحصول', 'علي', 'نصايح', 'مستمره']
Effort;english;clean;effort;['effort']
تنفيذ;arabic;clean;تنفيذ;['تنفيذ']
تحياتي;arabic;clean;تحياتي;['تحياتي']
أتمنى يكون عندك القدرة على التواصل البنّاء مع الناس.;arabic;clean;اتمني يكون عندك القدره علي التواصل البناء الناس;['اتمني', 'يكون', 'عندك', 'القدره', 'علي', 'التواصل', 'البناء', 'الناس']
I’m completely frustrated by your inability to improve after repeated mistakes.;english;toxic;im completely frustrated inability improve repeated mistakes;['im', 'completely', 'frustrated', 'inability', 'improve', 'repeated', 'mistakes']
Practicing mock group discussions strengthens collaboration abilities.;english;clean;practicing mock group discussions strengthens collaboration abilities;['practicing', 'mock', 'group', 'discussions', 'strengthens', 'collaboration', 'abilities']
العمل الجماعي بيزيد كفاءة الفريق;arabic;clean;العمل الجماعي بيزيد كفاءه الفريق;['العمل', 'الجماعي', 'بيزيد', 'كفاءه', 'الفريق']
شبكة افتراضية خاصة ;arabic;clean;شبكه افتراضيه خاصه;['شبكه', 'افتراضيه', 'خاصه']
المستشار بيعمل تقييم دوري للأداء;arabic;clean;المستشار بيعمل تقييم دوري للاداء;['المستشار', 'بيعمل', 'تقييم', 'دوري', 'للاداء']
كيف تؤثر المنافسة المهنية على الأداء الشخصي؟;arabic;clean;توثر المنافسه المهنيه علي الاداء الشخصي;['توثر', 'المنافسه', 'المهنيه', 'علي', 'الاداء', 'الشخصي']
تاريخ التقديم;arabic;clean;تاريخ التقديم;['تاريخ', 'التقديم']
ما هي الأخطاء الشائعة في المقابلات؟;arabic;clean;الاخطاء الشايعه المقابلات;['الاخطاء', 'الشايعه', 'المقابلات']
I improved both my speed and quality of work recently, and it showed in everything I delivered.;english;clean;improved speed quality work recently showed everything delivered;['improved', 'speed', 'quality', 'work', 'recently', 'showed', 'everything', 'delivered']
Evaluating project scope ensures alignment with objectives.;english;clean;evaluating project scope ensures alignment objectives;['evaluating', 'project', 'scope', 'ensures', 'alignment', 'objectives']
الفريق متعاون وده مهم جدًا;arabic;clean;الفريق متعاون وده مهم جدا;['الفريق', 'متعاون', 'وده', 'مهم', 'جدا']
During my work placement, I developed the ability to work independently while also collaborating effectively with colleagues to achieve shared targets.;english;clean;work placement developed ability work independently also collaborating effectively colleagues achieve shared targets;['work', 'placement', 'developed', 'ability', 'work', 'independently', 'also', 'collaborating', 'effectively', 'colleagues', 'achieve', 'shared', 'targets']
The workshop was excellent, every step was practical and clear, tools were available and easy to use, the explanations were detailed and straightforward, I felt that everyone on the team was committed, ambitious, and motivated, while the learning environment encouraged continuous application of practical knowledge.;english;clean;workshop excellent every step practical clear tools available easy use explanations detailed straightforward felt everyone team committed ambitious motivated learning environment encouraged continuous application practical knowledge;['workshop', 'excellent', 'every', 'step', 'practical', 'clear', 'tools', 'available', 'easy', 'use', 'explanations', 'detailed', 'straightforward', 'felt', 'everyone', 'team', 'committed', 'ambitious', 'motivated', 'learning', 'environment', 'encouraged', 'continuous', 'application', 'practical', 'knowledge']
محادثة;arabic;clean;محادثه;['محادثه']
