text;label;language
You’ll never improve.;toxic;en
You’re embarrassing yourself constantly.;toxic;en
You’re embarrassing yourself constantly.;toxic;en
You’re a loser forever.;toxic;en
You’re hopelessly incapable.;toxic;en
You’re hopelessly incapable.;toxic;en
You’re a disaster socially.;toxic;en
You’re a disappointment.;toxic;en
You’re weak and useless.;toxic;en
You can’t handle challenges.;toxic;en
You’re pathetic and helpless.;toxic;en
You’re completely inadequate socially.;toxic;en
You’re incompetent and lazy.;toxic;en
You’ll never be respected.;toxic;en
You’re a burden to everyone.;toxic;en
You always fail.;toxic;en
You can’t do anything right ever.;toxic;en
You’re a terrible influence.;toxic;en
You’ll never reach your goals.;toxic;en
You’re incapable of learning.;toxic;en
You’re a total failure.;toxic;en
You can’t manage anything properly.;toxic;en
You can’t manage anything properly.;toxic;en
You always make mistakes.;toxic;en
You’re hopelessly unskilled.;toxic;en
You’re lazy and useless.;toxic;en
You’ll never be successful.;toxic;en
You’re worthless to the team.;toxic;en
You always disappoint.;toxic;en
You’re a disaster waiting to happen.;toxic;en
You can’t achieve anything.;toxic;en
You’re a complete mess.;toxic;en
You’re hopeless at everything.;toxic;en
You’re pathetic and annoying.;toxic;en
You’ll never be competent.;toxic;en
You’re an embarrassment to yourself.;toxic;en
You can’t do anything properly.;toxic;en
You’re incompetent at life.;toxic;en
You’re a fool and a failure.;toxic;en
You always make a mess.;toxic;en
You’ll never succeed socially.;toxic;en
You can’t lead anything.;toxic;en
You’re a loser in every sense.;toxic;en
You’re a loser in every sense.;toxic;en
You’re worthless in all ways.;toxic;en
You’ll never reach potential.;toxic;en
You’re hopeless at your job.;toxic;en
You can’t handle pressure.;toxic;en
You’re lazy and weak.;toxic;en
You’re a complete disaster socially.;toxic;en
You can’t finish anything.;toxic;en
You’re inadequate at everything.;toxic;en
You always fail in every task.;toxic;en
You’re incapable and lazy.;toxic;en
You’re a loser for life.;toxic;en
You can’t make good decisions.;toxic;en
You’re always causing problems.;toxic;en
You’re worthless and weak.;toxic;en
You always ruin opportunities.;toxic;en
You’re incompetent socially and professionally.;toxic;en
You can’t perform anything properly.;toxic;en
You’re hopeless in every task.;toxic;en
You’re a complete embarrassment.;toxic;en
You always mess up everything.;toxic;en
You’ll never be successful at anything.;toxic;en
you’re a failure in every sense.;toxic;en
You can’t complete anything successfully.;toxic;en
You’re lazy, incompetent, and pathetic.;toxic;en
You’ll always be second rate.;toxic;en
You can’t reach expectations.;toxic;en
You’ll never achieve anything in life.;toxic;en
word;clean;en
student;clean;en
graduate;clean;en
alumni;clean;en
admin;clean;en
staff;clean;en
college;clean;en
university;clean;en
campus;clean;en
lecture;clean;en
seminar;clean;en
professor;clean;en
teacher;clean;en
mentor;clean;en
advisor;clean;en
counselor;clean;en
peer;clean;en
classmate;clean;en
class;clean;en
course;clean;en
department;clean;en
faculty;clean;en
library;clean;en
book;clean;en
study;clean;en
learning;clean;en
education;clean;en
project;clean;en
assignment;clean;en
presentation;clean;en
discussion;clean;en
teamwork;clean;en
collaboration;clean;en
support;clean;en
guidance;clean;en
feedback;clean;en
achievement;clean;en
success;clean;en
accomplishment;clean;en
skill;clean;en
talent;clean;en
knowledge;clean;en
wisdom;clean;en
experience;clean;en
growth;clean;en
development;clean;en
creativity;clean;en
innovation;clean;en
idea;clean;en
suggestion;clean;en
opportunity;clean;en
career;clean;en
internship;clean;en
volunteering;clean;en
club;clean;en
society;clean;en
organization;clean;en
event;clean;en
celebration;clean;en
award;clean;en
recognition;clean;en
scholarship;clean;en
excellence;clean;en
motivation;clean;en
inspiration;clean;en
ambition;clean;en
goal;clean;en
planning;clean;en
determination;clean;en
focus;clean;en
dedication;clean;en
commitment;clean;en
responsibility;clean;en
leadership;clean;en
management;clean;en
communication;clean;en
listening;clean;en
understanding;clean;en
empathy;clean;en
respect;clean;en
politeness;clean;en
kindness;clean;en
generosity;clean;en
encouragement;clean;en
appreciation;clean;en
positivity;clean;en
optimism;clean;en
cheerfulness;clean;en
confidence;clean;en
courage;clean;en
resilience;clean;en
adaptability;clean;en
patience;clean;en
perseverance;clean;en
discipline;clean;en
punctuality;clean;en
organization;clean;en
efficiency;clean;en
productivity;clean;en
participation;clean;en
contribution;clean;en
initiative;clean;en
problem-solving;clean;en
critical-thinking;clean;en
analysis;clean;en
evaluation;clean;en
reflection;clean;en
strategy;clean;en
execution;clean;en
brainstorming;clean;en
sharing;clean;en
cooperation;clean;en
supportiveness;clean;en
helpfulness;clean;en
friendliness;clean;en
hospitality;clean;en
inclusivity;clean;en
diversity;clean;en
equality;clean;en
fairness;clean;en
honesty;clean;en
integrity;clean;en
trustworthiness;clean;en
reliability;clean;en
accountability;clean;en
ethical;clean;en
professional;clean;en
knowledgeable;clean;en
skilled;clean;en
competent;clean;en
diligent;clean;en
attentive;clean;en
observant;clean;en
thorough;clean;en
careful;clean;en
meticulous;clean;en
resourceful;clean;en
proactive;clean;en
imaginative;clean;en
visionary;clean;en
curious;clean;en
reflective;clean;en
thoughtful;clean;en
considerate;clean;en
compassionate;clean;en
approachable;clean;en
humble;clean;en
motivating;clean;en
lively;clean;en
energetic;clean;en
enthusiastic;clean;en
passionate;clean;en
loyal;clean;en
responsible;clean;en
fair;clean;en
just;clean;en
impartial;clean;en
open-minded;clean;en
flexible;clean;en
versatile;clean;en
multi-talented;clean;en
systematic;clean;en
effective;clean;en
capable;clean;en
trained;clean;en
informed;clean;en
bright;clean;en
alert;clean;en
focused;clean;en
methodical;clean;en
structured;clean;en
strategic;clean;en
facilitation;clean;en
mentoring;clean;en
coaching;clean;en
tutoring;clean;en
advising;clean;en
guiding;clean;en
networking;clean;en
connecting;clean;en
socializing;clean;en
building;clean;en
maintaining;clean;en
nurturing;clean;en
fostering;clean;en
improving;clean;en
enhancing;clean;en
practicing;clean;en
exploring;clean;en
discovering;clean;en
performing;clean;en
showcasing;clean;en
demonstrating;clean;en
acknowledging;clean;en
praising;clean;en
decision-making;clean;en
adaptive-thinking;clean;en
creative-thinking;clean;en
innovative-thinking;clean;en
adaptive;clean;en
versatile;clean;en
graduate;clean;en
student;clean;en
alumni;clean;en
university;clean;en
college;clean;en
campus;clean;en
admin;clean;en
staff;clean;en
professor;clean;en
lecturer;clean;en
mentor;clean;en
guidance;clean;en
support;clean;en
course;clean;en
assignment;clean;en
project;clean;en
teamwork;clean;en
collaboration;clean;en
opportunity;clean;en
internship;clean;en
training;clean;en
skills;clean;en
learning;clean;en
development;clean;en
education;clean;en
knowledge;clean;en
research;clean;en
innovation;clean;en
experience;clean;en
workshop;clean;en
seminar;clean;en
career;clean;en
job;clean;en
company;clean;en
startup;clean;en
business;clean;en
leadership;clean;en
motivation;clean;en
achievement;clean;en
success;clean;en
goal;clean;en
planning;clean;en
strategy;clean;en
problem-solving;clean;en
creativity;clean;en
communication;clean;en
presentation;clean;en
discussion;clean;en
debate;clean;en
critical-thinking;clean;en
analysis;clean;en
focus;clean;en
determination;clean;en
discipline;clean;en
responsibility;clean;en
engagement;clean;en
participation;clean;en
effort;clean;en
dedication;clean;en
performance;clean;en
feedback;clean;en
evaluation;clean;en
efficiency;clean;en
organization;clean;en
management;clean;en
coordination;clean;en
networking;clean;en
cooperation;clean;en
mentoring;clean;en
supervision;clean;en
guideline;clean;en
framework;clean;en
protocol;clean;en
standard;clean;en
quality;clean;en
innovation;clean;en
initiative;clean;en
entrepreneurship;clean;en
opportunity;clean;en
challenge;clean;en
potential;clean;en
growth;clean;en
progress;clean;en
achievement;clean;en
recognition;clean;en
promotion;clean;en
award;clean;en
honor;clean;en
certificate;clean;en
graduation;clean;en
ceremony;clean;en
celebration;clean;en
success;clean;en
motivation;clean;en
inspiration;clean;en
dedication;clean;en
commitment;clean;en
ethics;clean;en
values;clean;en
integrity;clean;en
respect;clean;en
team;clean;en
group;clean;en
partner;clean;en
colleague;clean;en
friendship;clean;en
support;clean;en
help;clean;en
assistance;clean;en
coaching;clean;en
guidance;clean;en
advice;clean;en
learning;clean;en
teaching;clean;en
knowledge;clean;en
skill;clean;en
talent;clean;en
aptitude;clean;en
ability;clean;en
expertise;clean;en
proficiency;clean;en
experience;clean;en
practice;clean;en
work;clean;en
job;clean;en
career;clean;en
employment;clean;en
occupation;clean;en
position;clean;en
role;clean;en
responsibility;clean;en
duty;clean;en
task;clean;en
assignment;clean;en
challenge;clean;en
project;clean;en
research;clean;en
study;clean;en
experiment;clean;en
analysis;clean;en
documentation;clean;en
report;clean;en
presentation;clean;en
meeting;clean;en
discussion;clean;en
conference;clean;en
seminar;clean;en
workshop;clean;en
training;clean;en
internship;clean;en
practicum;clean;en
volunteering;clean;en
mentorship;clean;en
supervision;clean;en
evaluation;clean;en
assessment;clean;en
feedback;clean;en
improvement;clean;en
growth;clean;en
development;clean;en
progress;clean;en
innovation;clean;en
creativity;clean;en
solution;clean;en
idea;clean;en
concept;clean;en
plan;clean;en
strategy;clean;en
goal;clean;en
objective;clean;en
achievement;clean;en
success;clean;en
performance;clean;en
quality;clean;en
standard;clean;en
protocol;clean;en
procedure;clean;en
organization;clean;en
management;clean;en
coordination;clean;en
collaboration;clean;en
networking;clean;en
relationship;clean;en
connection;clean;en
support;clean;en
assistance;clean;en
help;clean;en
advice;clean;en
guidance;clean;en
mentoring;clean;en
coaching;clean;en
teaching;clean;en
learning;clean;en
knowledge;clean;en
skill;clean;en
talent;clean;en
ability;clean;en
experience;clean;en
practice;clean;en
expertise;clean;en
proficiency;clean;en
aptitude;clean;en
competence;clean;en
efficiency;clean;en
productivity;clean;en
performance;clean;en
result;clean;en
outcome;clean;en
impact;clean;en
influence;clean;en
effect;clean;en
benefit;clean;en
advantage;clean;en
opportunity;clean;en
potential;clean;en
challenge;clean;en
risk;clean;en
solution;clean;en
innovation;clean;en
creativity;clean;en
idea;clean;en
concept;clean;en
plan;clean;en
strategy;clean;en
goal;clean;en
objective;clean;en
success;clean;en
achievement;clean;en
reward;clean;en
recognition;clean;en
certificate;clean;en
honor;clean;en
award;clean;en
promotion;clean;en
growth;clean;en
progress;clean;en
improvement;clean;en
dedication;clean;en
commitment;clean;en
ethics;clean;en
values;clean;en
integrity;clean;en
respect;clean;en
teamwork;clean;en
collaboration;clean;en
cooperation;clean;en
communication;clean;en
interaction;clean;en
discussion;clean;en
conversation;clean;en
meeting;clean;en
conference;clean;en
seminar;clean;en
workshop;clean;en
training;clean;en
internship;clean;en
mentorship;clean;en
guidance;clean;en
support;clean;en
assistance;clean;en
help;clean;en
advice;clean;en
teaching;clean;en
learning;clean;en
knowledge;clean;en
skill;clean;en
talent;clean;en
ability;clean;en
experience;clean;en
practice;clean;en
expertise;clean;en
proficiency;clean;en
aptitude;clean;en
competence;clean;en
efficiency;clean;en
productivity;clean;en
performance;clean;en
result;clean;en
outcome;clean;en
impact;clean;en
influence;clean;en
effect;clean;en
benefit;clean;en
advantage;clean;en
opportunity;clean;en
potential;clean;en
challenge;clean;en
risk;clean;en
solution;clean;en
innovation;clean;en
creativity;clean;en
idea;clean;en
concept;clean;en
plan;clean;en
strategy;clean;en
goal;clean;en
objective;clean;en
success;clean;en
achievement;clean;en
reward;clean;en
recognition;clean;en
certificate;clean;en
honor;clean;en
award;clean;en
promotion;clean;en
growth;clean;en
progress;clean;en
improvement;clean;en
dedication;clean;en
commitment;clean;en
ethics;clean;en
values;clean;en
integrity;clean;en
respect;clean;en
teamwork;clean;en
collaboration;clean;en
cooperation;clean;en
communication;clean;en
interaction;clean;en
discussion;clean;en
conversation;clean;en
meeting;clean;en
conference;clean;en
seminar;clean;en
workshop;clean;en
training;clean;en
internship;clean;en
mentorship;clean;en
guidance;clean;en
support;clean;en
assistance;clean;en
help;clean;en
advice;clean;en
teaching;clean;en
learning;clean;en
knowledge;clean;en
skill;clean;en
talent;clean;en
ability;clean;en
experience;clean;en
practice;clean;en
expertise;clean;en
proficiency;clean;en
aptitude;clean;en
competence;clean;en
efficiency;clean;en
productivity;clean;en
performance;clean;en
result;clean;en
outcome;clean;en
impact;clean;en
influence;clean;en
effect;clean;en
benefit;clean;en
advantage;clean;en
opportunity;clean;en
potential;clean;en
challenge;clean;en
risk;clean;en
solution;clean;en
innovation;clean;en
creativity;clean;en
idea;clean;en
concept;clean;en
plan;clean;en
strategy;clean;en
goal;clean;en
objective;clean;en
success;clean;en
achievement;clean;en
reward;clean;en
recognition;clean;en
certificate;clean;en
honor;clean;en
award;clean;en
promotion;clean;en
growth;clean;en
progress;clean;en
improvement;clean;en
dedication;clean;en
commitment;clean;en
ethics;clean;en
values;clean;en
integrity;clean;en
respect;clean;en
خريج;clean;ar
طالب;clean;ar
ادمن;clean;ar
ستاف;clean;ar
جامعة;clean;ar
كلية;clean;ar
تعليم;clean;ar
تدريب;clean;ar
شغل;clean;ar
شركة;clean;ar
فرصة;clean;ar
تخرج;clean;ar
تعلم;clean;ar
نجاح;clean;ar
تطوير;clean;ar
مشاركة;clean;ar
خبرة;clean;ar
مشروع;clean;ar
مبادرة;clean;ar
ابتكار;clean;ar
تعاون;clean;ar
إبداع;clean;ar
تقدم;clean;ar
تطويرذاتي;clean;ar
تعليم مستمر;clean;ar
عمل جماعي;clean;ar
تحفيز;clean;ar
قيادة;clean;ar
إدارة;clean;ar
إشراف;clean;ar
تنظيم;clean;ar
مهارة;clean;ar
احتراف;clean;ar
تخطيط;clean;ar
تنفيذ;clean;ar
بحث;clean;ar
تحليل;clean;ar
عرض;clean;ar
تقييم;clean;ar
تواصل;clean;ar
شبكة;clean;ar
تطوع;clean;ar
إنجاز;clean;ar
إيجابية;clean;ar
تحسين;clean;ar
تعليم_الكتروني;clean;ar
محاضرة;clean;ar
ندوة;clean;ar
ورشة;clean;ar
مؤتمر;clean;ar
تبادل_معرفة;clean;ar
مكتبة;clean;ar
مصادر;clean;ar
دراسة;clean;ar
واجب;clean;ar
اختبار;clean;ar
امتحان;clean;ar
مشرف;clean;ar
طالب_متفوق;clean;ar
طالب_نشط;clean;ar
نشاط;clean;ar
فرق;clean;ar
جائزة;clean;ar
منحة;clean;ar
منافسة;clean;ar
مشاركة_فعالة;clean;ar
توجيه;clean;ar
ارشاد;clean;ar
استشارة;clean;ar
استراتيجية;clean;ar
إلهام;clean;ar
تجربة;clean;ar
مهارات_عملية;clean;ar
تطبيق;clean;ar
حل_مشكلات;clean;ar
تعليم_تفاعلي;clean;ar
تعليم_عملي;clean;ar
تطوير_مهني;clean;ar
تجربة_عملية;clean;ar
تقييم_أداء;clean;ar
مراجعة;clean;ar
تقرير;clean;ar
خطة;clean;ar
مشروع_نهائي;clean;ar
بحث_تطبيقي;clean;ar
إدارة_وقت;clean;ar
تنمية;clean;ar
تواصل_فعال;clean;ar
توجيه_مهني;clean;ar
إرشاد_أكاديمي;clean;ar
تدريب_عملي;clean;ar
تدريب_مهني;clean;ar
فرص_عمل;clean;ar
توظيف;clean;ar
انخراط;clean;ar
خبرة_عملية;clean;ar
مهارات_اجتماعية;clean;ar
مهارات_قيادية;clean;ar
إبداع_علمي;clean;ar
ابتكار_عملي;clean;ar
حل_مشكلات_فعلي;clean;ar
إعداد_مهني;clean;ar
تنظيم_فعلي;clean;ar
تواصل_اجتماعي;clean;ar
تفاعل;clean;ar
مبادرة_عملية;clean;ar
مسؤولية;clean;ar
التزام;clean;ar
اجتهاد;clean;ar
نشاط_طلابي;clean;ar
فعالية;clean;ar
مشاركة_مجتمعية;clean;ar
دعم_أكاديمي;clean;ar
توجيه_أكاديمي;clean;ar
تنمية_ذاتية;clean;ar
استعداد;clean;ar
تأهيل;clean;ar
تطوير_مهارات;clean;ar
تعزيز_معرفة;clean;ar
فرص_تدريب;clean;ar
تعليم_مستمر;clean;ar
تعليم_مفتوح;clean;ar
مشاريع_طلابية;clean;ar
ابتكار_طلابي;clean;ar
إبداع_طلابي;clean;ar
مبادرة_طلابية;clean;ar
حل_إبداعي;clean;ar
تعليم_تطبيقي;clean;ar
تجربة_تعليمية;clean;ar
مشروع_تعليمي;clean;ar
مبادرة_تعليمية;clean;ar
دعم_طلابي;clean;ar
تطوير_طلابي;clean;ar
تحفيز_طلابي;clean;ar
تعاون_طلابي;clean;ar
قيادة_طلابية;clean;ar
تنظيم_طلابي;clean;ar
تفاعل_طلابي;clean;ar
إبداع_طلابي;clean;ar
ابداع_مجتمعي;clean;ar
مشاركة_مجتمعية;clean;ar
مشروع_مجتمعي;clean;ar
تطوع_طلابي;clean;ar
مبادرة_مجتمعية;clean;ar
عمل_مجتمعي;clean;ar
تحفيز_مجتمعي;clean;ar
قيادة_مجتمعية;clean;ar
تعاون_مجتمعي;clean;ar
تفاعل_مجتمعي;clean;ar
تنمية_مجتمعية;clean;ar
إبداع_مهني;clean;ar
مهارات_عمل;clean;ar
تدريب_مهني;clean;ar
مشروع_مهني;clean;ar
خبرة_مهنية;clean;ar
مهارات_عملية;clean;ar
تنظيم_مهني;clean;ar
حل_مشكلات_عملية;clean;ar
تطوير_مهني;clean;ar
ابداع_وظيفي;clean;ar
فرص_وظيفية;clean;ar
توظيف_فعال;clean;ar
تدريب_وظيفي;clean;ar
تحفيز_وظيفي;clean;ar
مشاركة_وظيفية;clean;ar
مهارات_قيادة_وظيفية;clean;ar
مهارات_اجتماعية_وظيفية;clean;ar
مهارات_عمل_جماعي;clean;ar
إدارة_مشاريع;clean;ar
تخطيط_مشاريع;clean;ar
تنفيذ_مشاريع;clean;ar
تقييم_مشاريع;clean;ar
متابعة_مشاريع;clean;ar
إشراف_مشاريع;clean;ar
تنظيم_مشاريع;clean;ar
إبداع_مشاريع;clean;ar
ابتكار_مشاريع;clean;ar
حل_مشكلات_مشاريع;clean;ar
مشروع_نهائي_طلابي;clean;ar
تطوير_نهائي;clean;ar
إعداد_نهائي;clean;ar
مراجعة_نهائية;clean;ar
عرض_نهائي;clean;ar
تقديم_نهائي;clean;ar
نجاح_نهائي;clean;ar
تحفيز_نهائي;clean;ar
ابداع_نهائي;clean;ar
فرص_توظيف;clean;ar
تطوير_توظيف;clean;ar
توجيه_توظيف;clean;ar
إرشاد_وظيفي;clean;ar
تأهيل_وظيفي;clean;ar
تدريب_توظيف;clean;ar
تجربة_وظيفية;clean;ar
مشروع_وظيفي;clean;ar
إدارة_وظيفية;clean;ar
قيادة_وظيفية;clean;ar
عمل_جماعي_وظيفي;clean;ar
مهارات_وظيفية;clean;ar
حل_مشكلات_وظيفية;clean;ar
إبداع_مهني_وظيفي;clean;ar
مبادرة_وظيفية;clean;ar
إشراف_وظيفي;clean;ar
تخطيط_وظيفي;clean;ar
تقييم_وظيفي;clean;ar
تطوير_مهني_وظيفي;clean;ar
تحفيز_مهني;clean;ar
إبداع_مهني_عملي;clean;ar
مهارات_عملية_وظيفية;clean;ar
تجربة_عملية_وظيفية;clean;ar
فرص_تطوير_مهني;clean;ar
توجيه_مهني_وظيفي;clean;ar
إرشاد_مهني;clean;ar
مؤتمر_مهني;clean;ar
ورشة_عمل;clean;ar
ندوة_علمية;clean;ar
محاضرة_علمية;clean;ar
تبادل_معرفة_مهني;clean;ar
استشارة_مهنية;clean;ar
تطوير_معرفة;clean;ar
تعليم_مستمر_مهني;clean;ar
تعليم_الكتروني_مهني;clean;ar
إبداع_تعليمي;clean;ar
مبادرة_تعليمية_عملية;clean;ar
حل_مشكلات_تعليمية;clean;ar
تنمية_معرفة;clean;ar
مهارات_بحث;clean;ar
مهارات_تحليل;clean;ar
مهارات_عرض;clean;ar
تقييم_أداء_طلابي;clean;ar
تطوير_ذات;clean;ar
تنمية_ذات;clean;ar
تحسين_أداء;clean;ar
تعليم_تفاعلي_مهني;clean;ar
تدريب_تفاعلي;clean;ar
مهارات_تعليمية;clean;ar
تجربة_تعليمية_تفاعلية;clean;ar
إبداع_طلابي_مجتمعي;clean;ar
مهارات_قيادية_طلابية;clean;ar
تعاون_طلابي_مجتمعي;clean;ar
مشاركة_مجتمعية_طلابية;clean;ar
حل_مشكلات_طلابية;clean;ar
ابتكار_طلابي_مجتمعي;clean;ar
ابداع_طلابي_وظيفي;clean;ar
إعداد_طلابي_مهني;clean;ar
تطوير_طلابي_مهني;clean;ar
تحفيز_طلابي_مهني;clean;ar
قيادة_طلابية_عملية;clean;ar
تنظيم_طلابي_مهني;clean;ar
تفاعل_طلابي_مهني;clean;ar
غبي;toxic;ar
احمق;toxic;ar
ابله;toxic;ar
قبيح;toxic;ar
مجنون;toxic;ar
كسول;toxic;ar
مزعج;toxic;ar
نذل;toxic;ar
وضيع;toxic;ar
حقير;toxic;ar
خنزير;toxic;ar
غشاش;toxic;ar
كذاب;toxic;ar
محتال;toxic;ar
جبان;toxic;ar
مثير_للشفقة;toxic;ar
متسخ;toxic;ar
مقرف;toxic;ar
متعفن;toxic;ar
نتن;toxic;ar
فظيع;toxic;ar
مفسد;toxic;ar
متنمر;toxic;ar
منافق;toxic;ar
جاحد;toxic;ar
ماكر;toxic;ar
متلاعب;toxic;ar
شرير;toxic;ar
مستغل;toxic;ar
مغفل;toxic;ar
ساخط;toxic;ar
حقود;toxic;ar
تافه;toxic;ar
غيور;toxic;ar
دنيء;toxic;ar
بغيض;toxic;ar
مكروه;toxic;ar
مقزز;toxic;ar
مهين;toxic;ar
منحرف;toxic;ar
فاسد;toxic;ar
غير_اخلاقي;toxic;ar
عنيف;toxic;ar
همجي;toxic;ar
مخزي;toxic;ar
وحشي;toxic;ar
غدار;toxic;ar
متسلط;toxic;ar
مبتذل;toxic;ar
انتقامي;toxic;ar
ظالم;toxic;ar
مهمل;toxic;ar
متهور;toxic;ar
مستهتر;toxic;ar
خبيث;toxic;ar
محبط;toxic;ar
مستهزء;toxic;ar
سخيف;toxic;ar
متكبر;toxic;ar
كلب;toxic;ar
حيوان;toxic;ar
حمار;toxic;ar
عبيط;toxic;ar
اهطل;toxic;ar
اهبل;toxic;ar
مجرم;toxic;ar
جريمة;toxic;ar
كذب;toxic;ar
اهانة;toxic;ar
خداع;toxic;ar
احتقار;toxic;ar
اختلاس;toxic;ar
خسيس;toxic;ar
همجي;toxic;ar
حرامي;toxic;ar
زبالة;toxic;ar
رديء;toxic;ar
سيء;toxic;ar
stupid  ;toxic;en
idiot  ;toxic;en
moron  ;toxic;en
dumb  ;toxic;en
fool  ;toxic;en
loser  ;toxic;en
worthless  ;toxic;en
ugly  ;toxic;en
crazy  ;toxic;en
lazy  ;toxic;en
jerk  ;toxic;en
bastard  ;toxic;en
scumbag  ;toxic;en
asshole  ;toxic;en
bitch  ;toxic;en
slut  ;toxic;en
pig  ;toxic;en
rat  ;toxic;en
cheater  ;toxic;en
liar  ;toxic;en
fraud  ;toxic;en
coward  ;toxic;en
weak  ;toxic;en
pathetic  ;toxic;en
trash  ;toxic;en
filthy  ;toxic;en
rotten  ;toxic;en
sick  ;toxic;en
nasty  ;toxic;en
horrible  ;toxic;en
vile  ;toxic;en
disgusting  ;toxic;en
gross  ;toxic;en
nasty  ;toxic;en
repulsive  ;toxic;en
deformed  ;toxic;en
screwed  ;toxic;en
hateful  ;toxic;en
evil  ;toxic;en
malicious  ;toxic;en
sinister  ;toxic;en
vulgar  ;toxic;en
ridiculous  ;toxic;en
untrustworthy  ;toxic;en
incompetent  ;toxic;en
inept  ;toxic;en
clueless  ;toxic;en
negligent  ;toxic;en
schemer  ;toxic;en
hypocrite  ;toxic;en
traitor  ;toxic;en
manipulator  ;toxic;en
tyrant  ;toxic;en
bully  ;toxic;en
scoundrel  ;toxic;en
backstabber  ;toxic;en
snob  ;toxic;en
snitch  ;toxic;en
slacker  ;toxic;en
pest  ;toxic;en
creep  ;toxic;en
psycho  ;toxic;en
insane  ;toxic;en
freak  ;toxic;en
hater  ;toxic;en
arrogant  ;toxic;en
brat  ;toxic;en
cow  ;toxic;en
clown  ;toxic;en
bonehead  ;toxic;en
nitwit  ;toxic;en
dope  ;toxic;en
dork  ;toxic;en
blockhead  ;toxic;en
imbecile  ;toxic;en
nincompoop  ;toxic;en
weirdo  ;toxic;en
peasant  ;toxic;en
wimp  ;toxic;en
cheap  ;toxic;en
mean  ;toxic;en
cruel  ;toxic;en
savage  ;toxic;en
monstrous  ;toxic;en
oppressor  ;toxic;en
villain  ;toxic;en
villian  ;toxic;en
evil‑doer  ;toxic;en
bigot  ;toxic;en
braggart  ;toxic;en
buffoon  ;toxic;en
chauvinist  ;toxic;en
chauvinistic  ;toxic;en
cowardly  ;toxic;en
dictator  ;toxic;en
domineering  ;toxic;en
egotist  ;toxic;en
fiend  ;toxic;en
greedy  ;toxic;en
gross  ;toxic;en
heinous  ;toxic;en
horrendous  ;toxic;en
ignorant  ;toxic;en
immoral  ;toxic;en
insidious  ;toxic;en
jealous  ;toxic;en
judgmental  ;toxic;en
loathsome  ;toxic;en
malevolent  ;toxic;en
maniac  ;toxic;en
meanie  ;toxic;en
miser  ;toxic;en
miscreant  ;toxic;en
misfit  ;toxic;en
mischief  ;toxic;en
narcissist  ;toxic;en
nefarious  ;toxic;en
no‑good  ;toxic;en
obnoxious  ;toxic;en
odious  ;toxic;en
oppressive  ;toxic;en
parasitic  ;toxic;en
pariah  ;toxic;en
pedantic  ;toxic;en
pervert  ;toxic;en
pessimist  ;toxic;en
pigheaded  ;toxic;en
prejudiced  ;toxic;en
pretentious  ;toxic;en
procrastinator  ;toxic;en
radical  ;toxic;en
rude  ;toxic;en
sadist  ;toxic;en
scavenger  ;toxic;en
screw‑up  ;toxic;en
selfish  ;toxic;en
shameless  ;toxic;en
sickening  ;toxic;en
sloppy  ;toxic;en
sneaky  ;toxic;en
spineless  ;toxic;en
spoiled  ;toxic;en
stalker  ;toxic;en
stubborn  ;toxic;en
sucker  ;toxic;en
traitorous  ;toxic;en
tyrannical  ;toxic;en
unfair  ;toxic;en
ungrateful  ;toxic;en
unenlightened  ;toxic;en
unethical  ;toxic;en
unfriendly  ;toxic;en
unkind  ;toxic;en
unreliable  ;toxic;en
unscrupulous  ;toxic;en
untalented  ;toxic;en
unworthy  ;toxic;en
vacuous  ;toxic;en
vindictive  ;toxic;en
vulgarity  ;toxic;en
waste  ;toxic;en
wasting  ;toxic;en
weakling  ;toxic;en
wicked  ;toxic;en
worthless  ;toxic;en
wretched  ;toxic;en
zealot  ;toxic;en
zealous  ;toxic;en
abusive  ;toxic;en
aggressive  ;toxic;en
anarchist  ;toxic;en
anxious  ;toxic;en
apathy  ;toxic;en
apathetic  ;toxic;en
arrears  ;toxic;en
arrogance  ;toxic;en
asocial  ;toxic;en
avaricious  ;toxic;en
belligerent  ;toxic;en
belittler  ;toxic;en
biast  ;toxic;en
blamer  ;toxic;en
blatant  ;toxic;en
boastful  ;toxic;en
brutal  ;toxic;en
callous  ;toxic;en
chaotic  ;toxic;en
clumsy  ;toxic;en
cold‑hearted  ;toxic;en
contemptuous  ;toxic;en
corrupt  ;toxic;en
cowardice  ;toxic;en
crass  ;toxic;en
craven  ;toxic;en
critical  ;toxic;en
cynical  ;toxic;en
dangerous  ;toxic;en
dastardly  ;toxic;en
deadbeat  ;toxic;en
defiant  ;toxic;en
delinquent  ;toxic;en
demented  ;toxic;en
deranged  ;toxic;en
despicable  ;toxic;en
destructive  ;toxic;en
destructive‑type  ;toxic;en
devious  ;toxic;en
difficult  ;toxic;en
dirtbag  ;toxic;en
distasteful  ;toxic;en
distrustful  ;toxic;en
domineer  ;toxic;en
egoist  ;toxic;en
envious  ;toxic;en
exploiter  ;toxic;en
fanatic  ;toxic;en
fickle  ;toxic;en
ferocious  ;toxic;en
frivolous  ;toxic;en
gauche  ;toxic;en
gloomy  ;toxic;en
grasping  ;toxic;en
grimy  ;toxic;en
grudge  ;toxic;en
grumpy  ;toxic;en
glib  ;toxic;en
harassing  ;toxic;en
harsh  ;toxic;en
hatefulness  ;toxic;en
heinousness  ;toxic;en
hostile  ;toxic;en
hustler  ;toxic;en
ignoramus  ;toxic;en
