text;language;label;cleaned_text;tokens
self-important;english;toxic;selfimportant;['selfimportant']
uncooperative;english;toxic;uncooperative;['uncooperative']
sluggish;english;toxic;sluggish;['sluggish']
insecure;english;toxic;insecure;['insecure']
boring;english;toxic;boring;['boring']
melodramatic;english;toxic;melodramatic;['melodramatic']
spiteful;english;toxic;spiteful;['spiteful']
bossy;english;toxic;bossy;['bossy']
nagging;english;toxic;nagging;['nagging']
self-absorbed;english;toxic;selfabsorbed;['selfabsorbed']
overbearing;english;toxic;overbearing;['overbearing']
stubborn;english;toxic;stubborn;['stubborn']
rigid;english;toxic;rigid;['rigid']
detached;english;toxic;detached;['detached']
apathetic;english;toxic;apathetic;['apathetic']
overconfidenglisht;english;toxic;overconfidenglisht;['overconfidenglisht']
inflexible;english;toxic;inflexible;['inflexible']
disorganized;english;toxic;disorganized;['disorganized']
scatterbrained;english;toxic;scatterbrained;['scatterbrained']
indecisive;english;toxic;indecisive;['indecisive']
irritable;english;toxic;irritable;['irritable']
reckless-driver;english;toxic;recklessdriver;['recklessdriver']
disloyal;english;toxic;disloyal;['disloyal']
conniving;english;toxic;conniving;['conniving']
scheming;english;toxic;scheming;['scheming']
cold-hearted;english;toxic;coldhearted;['coldhearted']
stupid-head;english;toxic;stupidhead;['stupidhead']
dunce;english;toxic;dunce;['dunce']
half-wit;english;toxic;halfwit;['halfwit']
inept;english;toxic;inept;['inept']
ineffective;english;toxic;ineffective;['ineffective']
unproductive;english;toxic;unproductive;['unproductive']
negligenglisht;english;toxic;negligenglisht;['negligenglisht']
inattenglishtive;english;toxic;inattenglishtive;['inattenglishtive']
snobbish;english;toxic;snobbish;['snobbish']
narrow-minded;english;toxic;narrowminded;['narrowminded']
absenglisht-minded;english;toxic;absenglishtminded;['absenglishtminded']
fearful;english;toxic;fearful;['fearful']
إزيك;arabic;clean;ازيك;['ازيك']
عامل إيه;arabic;clean;عامل ايه;['عامل', 'ايه']
صح;arabic;clean;صح;['صح']
غلط;arabic;clean;غلط;['غلط']
معاك حق;arabic;clean;معاك حق;['معاك', 'حق']
تمام قوي;arabic;clean;تمام قوي;['تمام', 'قوي']
بالراحة;arabic;clean;بالراحه;['بالراحه']
على مهلك;arabic;clean;علي مهلك;['علي', 'مهلك']
يا سلام;arabic;clean;سلام;['سلام']
برافو;arabic;clean;برافو;['برافو']
تمام أوي;arabic;clean;تمام اوي;['تمام', 'اوي']
عفوًا;arabic;clean;عفوا;['عفوا']
آه;arabic;clean;اه;['اه']
ممكن;arabic;clean;ممكن;['ممكن']
مش ممكن;arabic;clean;مش ممكن;['مش', 'ممكن']
تمام يا باشا;arabic;clean;تمام باشا;['تمام', 'باشا']
باشا;arabic;clean;باشا;['باشا']
صاحب;arabic;clean;صاحب;['صاحب']
صحبي;arabic;clean;صحبي;['صحبي']
حبيبي;arabic;clean;حبيبي;['حبيبي']
يا عم;arabic;clean;عم;['عم']
يا أختي;arabic;clean;اختي;['اختي']
يا جماعة;arabic;clean;جماعه;['جماعه']
يعني;arabic;clean;يعني;['يعني']
تمام يا حبيبي;arabic;clean;تمام حبيبي;['تمام', 'حبيبي']
صح ولا لأ;arabic;clean;صح;['صح']
غير موافق;arabic;clean;موافق;['موافق']
تمام جدًا;arabic;clean;تمام جدا;['تمام', 'جدا']
بالظبط;arabic;clean;بالظبط;['بالظبط']
أيوه;arabic;clean;ايوه;['ايوه']
مش أيوه;arabic;clean;مش ايوه;['مش', 'ايوه']
مش حاضر;arabic;clean;مش حاضر;['مش', 'حاضر']
أكيد;arabic;clean;اكيد;['اكيد']
مش أكيد;arabic;clean;مش اكيد;['مش', 'اكيد']
تمام الحال;arabic;clean;تمام الحال;['تمام', 'الحال']
على طول;arabic;clean;علي طول;['علي', 'طول']
دلوقتي;arabic;clean;دلوقتي;['دلوقتي']
بكرة;arabic;clean;بكره;['بكره']
ممكن أجيلك;arabic;clean;ممكن اجيلك;['ممكن', 'اجيلك']
فينك;arabic;clean;فينك;['فينك']
إنت فين;arabic;clean;انت فين;['انت', 'فين']
جاي;arabic;clean;جاي;['جاي']
رايح;arabic;clean;رايح;['رايح']
معايا;arabic;clean;معايا;['معايا']
معاك;arabic;clean;معاك;['معاك']
معاه;arabic;clean;معاه;['معاه']
معاهم;arabic;clean;معاهم;['معاهم']
عايز;arabic;clean;عايز;['عايز']
مش عايز;arabic;clean;مش عايز;['مش', 'عايز']
تمام يا معلم;arabic;clean;تمام معلم;['تمام', 'معلم']
يا معلم;arabic;clean;معلم;['معلم']
تمام يا صاحبي;arabic;clean;تمام صاحبي;['تمام', 'صاحبي']
howdy;english;clean;howdy;['howdy']
how’s it going;english;clean;hows going;['hows', 'going']
good;english;clean;good;['good']
great;english;clean;great;['great']
fine;english;clean;fine;['fine']
okay;english;clean;okay;['okay']
alright;english;clean;alright;['alright']
thanks;english;clean;thanks;['thanks']
you’re welcome;english;clean;youre welcome;['youre', 'welcome']
sure;english;clean;sure;['sure']
of course;english;clean;course;['course']
maybe;english;clean;maybe;['maybe']
I think;english;clean;think;['think']
I guess;english;clean;guess;['guess']
sounds good;english;clean;sounds good;['sounds', 'good']
talk soon;english;clean;talk soon;['talk', 'soon']
what’s up;english;clean;whats;['whats']
how’s everything;english;clean;hows everything;['hows', 'everything']
how’s life;english;clean;hows life;['hows', 'life']
nice;english;clean;nice;['nice']
cool;english;clean;cool;['cool']
perfect;english;clean;perfect;['perfect']
yep;english;clean;yep;['yep']
yeah;english;clean;yeah;['yeah']
nope;english;clean;nope;['nope']
yes;english;clean;yes;['yes']
I agree;english;clean;agree;['agree']
I disagree;english;clean;disagree;['disagree']
right;english;clean;right;['right']
wrong;english;clean;wrong;['wrong']
exactly;english;clean;exactly;['exactly']
absolutely;english;clean;absolutely;['absolutely']
definitely;english;clean;definitely;['definitely']
possibly;english;clean;possibly;['possibly']
maybe later;english;clean;maybe later;['maybe', 'later']
wait;english;clean;wait;['wait']
hold on;english;clean;hold;['hold']
just a sec;english;clean;sec;['sec']
okay thenglish;english;clean;okay thenglish;['okay', 'thenglish']
let’s go;english;clean;lets go;['lets', 'go']
come here;english;clean;come;['come']
go there;english;clean;go;['go']
follow me;english;clean;follow;['follow']
I’m here;english;clean;im;['im']
I’m coming;english;clean;im coming;['im', 'coming']
I’m leaving;english;clean;im leaving;['im', 'leaving']
I’m ready;english;clean;im ready;['im', 'ready']
I’m busy;english;clean;im busy;['im', 'busy']
I’m free;english;clean;im free;['im', 'free']
at the momenglisht;english;clean;momenglisht;['momenglisht']
later today;english;clean;later today;['later', 'today']
everywhere;english;clean;everywhere;['everywhere']
anywhere;english;clean;anywhere;['anywhere']
I need;english;clean;need;['need']
I want;english;clean;want;['want']
I don’t want;english;clean;dont want;['dont', 'want']
I like;english;clean;like;['like']
I don’t like;english;clean;dont like;['dont', 'like']
I love;english;clean;love;['love']
I don’t love;english;clean;dont love;['dont', 'love']
be careful;english;clean;careful;['careful']
watch out;english;clean;watch;['watch']
relax;english;clean;relax;['relax']
calm down;english;clean;calm;['calm']
don’t worry;english;clean;dont worry;['dont', 'worry']
no worries;english;clean;worries;['worries']
it’s okay;english;clean;okay;['okay']
it’s fine;english;clean;fine;['fine']
sounds great;english;clean;sounds great;['sounds', 'great']
I don’t understand;english;clean;dont understand;['dont', 'understand']
I see;english;clean;see;['see']
I’m listenglishing;english;clean;im listenglishing;['im', 'listenglishing']
go ahead;english;clean;go ahead;['go', 'ahead']
please continue;english;clean;please continue;['please', 'continue']
thank you very much;english;clean;thank much;['thank', 'much']
much appreciated;english;clean;much appreciated;['much', 'appreciated']
anytime;english;clean;anytime;['anytime']
good to see you;english;clean;good see;['good', 'see']
what’s new;english;clean;whats new;['whats', 'new']
what’s happenglishing;english;clean;whats happenglishing;['whats', 'happenglishing']
what’s going on;english;clean;whats going;['whats', 'going']
how are things;english;clean;things;['things']
how’s work;english;clean;hows work;['hows', 'work']
how’s school;english;clean;hows school;['hows', 'school']
how’s your day;english;clean;hows day;['hows', 'day']
how’s your week;english;clean;hows week;['hows', 'week']
what do you think;english;clean;think;['think']
I think so;english;clean;think;['think']
I hope so;english;clean;hope;['hope']
I hope not;english;clean;hope;['hope']
I guess so;english;clean;guess;['guess']
I don’t know;english;clean;dont know;['dont', 'know']
I’m not sure;english;clean;im sure;['im', 'sure']
probably;english;clean;probably;['probably']
I don’t care;english;clean;dont care;['dont', 'care']
whatever;english;clean;whatever;['whatever']
let’s see;english;clean;lets see;['lets', 'see']
we’ll see;english;clean;well see;['well', 'see']
I hope;english;clean;hope;['hope']
fingers crossed;english;clean;fingers crossed;['fingers', 'crossed']
I feel like;english;clean;feel like;['feel', 'like']
I think that;english;clean;think;['think']
I guess that;english;clean;guess;['guess']
sounds like;english;clean;sounds like;['sounds', 'like']
looks like;english;clean;looks like;['looks', 'like']
I mean;english;clean;mean;['mean']
actually;english;clean;actually;['actually']
basically;english;clean;basically;['basically']
literally;english;clean;literally;['literally']
honestly;english;clean;honestly;['honestly']
seriously;english;clean;seriously;['seriously']
good point;english;clean;good point;['good', 'point']
great idea;english;clean;great idea;['great', 'idea']
nice try;english;clean;nice try;['nice', 'try']
don’t give up;english;clean;dont give;['dont', 'give']
hang in there;english;clean;hang;['hang']
believe me;english;clean;believe;['believe']
trust me;english;clean;trust;['trust']
I promise;english;clean;promise;['promise']
I swear;english;clean;swear;['swear']
You avoid taking responsibility for errors.;english;toxic;avoid taking responsibility errors;['avoid', 'taking', 'responsibility', 'errors']
You act unprofessionally in emails.;english;toxic;act unprofessionally emails;['act', 'unprofessionally', 'emails']
You fail to follow up on tasks.;english;toxic;fail follow tasks;['fail', 'follow', 'tasks']
You are unreliable in delivering results.;english;toxic;unreliable delivering results;['unreliable', 'delivering', 'results']
You are inattenglishtive in team discussions.;english;toxic;inattenglishtive team discussions;['inattenglishtive', 'team', 'discussions']
You fail to report issues timely.;english;toxic;fail report issues timely;['fail', 'report', 'issues', 'timely']
You are difficult to reach.;english;toxic;difficult reach;['difficult', 'reach']
You disregard instructions.;english;toxic;disregard instructions;['disregard', 'instructions']
You fail to maintain quality.;english;toxic;fail maintain quality;['fail', 'maintain', 'quality']
You are inconsistenglisht in work.;english;toxic;inconsistenglisht work;['inconsistenglisht', 'work']
You are unprepared for meetings.;english;toxic;unprepared meetings;['unprepared', 'meetings']
You ignore feedback from managers.;english;toxic;ignore feedback managers;['ignore', 'feedback', 'managers']
You do not meet clienglisht expectations.;english;toxic;meet clienglisht expectations;['meet', 'clienglisht', 'expectations']
You fail to keep commitmenglishts.;english;toxic;fail keep commitmenglishts;['fail', 'keep', 'commitmenglishts']
You act without consulting team members.;english;toxic;act without consulting team members;['act', 'without', 'consulting', 'team', 'members']
You are frequenglishtly absenglisht without reason.;english;toxic;frequenglishtly absenglisht without reason;['frequenglishtly', 'absenglisht', 'without', 'reason']
You avoid contributing ideas.;english;toxic;avoid contributing ideas;['avoid', 'contributing', 'ideas']
You fail to prioritize effectively.;english;toxic;fail prioritize effectively;['fail', 'prioritize', 'effectively']
You are careless in planning.;english;toxic;careless planning;['careless', 'planning']
You are disrespectful to colleagues.;english;toxic;disrespectful colleagues;['disrespectful', 'colleagues']
You do not handle tasks responsibly.;english;toxic;handle tasks responsibly;['handle', 'tasks', 'responsibly']
You ignore professional boundaries.;english;toxic;ignore professional boundaries;['ignore', 'professional', 'boundaries']
You fail to support team initiatives.;english;toxic;fail support team initiatives;['fail', 'support', 'team', 'initiatives']
You act without accountability.;english;toxic;act without accountability;['act', 'without', 'accountability']
You consistenglishtly make mistakes.;english;toxic;consistenglishtly make mistakes;['consistenglishtly', 'make', 'mistakes']
You are negligenglisht in responsibilities.;english;toxic;negligenglisht responsibilities;['negligenglisht', 'responsibilities']
You fail to communicate progress.;english;toxic;fail communicate progress;['fail', 'communicate', 'progress']
You are unreliable in projects.;english;toxic;unreliable projects;['unreliable', 'projects']
You do not follow standard procedures.;english;toxic;follow standard procedures;['follow', 'standard', 'procedures']
You ignore critical feedback.;english;toxic;ignore critical feedback;['ignore', 'critical', 'feedback']
You fail to complete deliverables.;english;toxic;fail complete deliverables;['fail', 'complete', 'deliverables']
You act defenglishsively toward criticism.;english;toxic;act defenglishsively toward criticism;['act', 'defenglishsively', 'toward', 'criticism']
You are inattenglishtive to deadlines.;english;toxic;inattenglishtive deadlines;['inattenglishtive', 'deadlines']
You fail to coordinate tasks properly.;english;toxic;fail coordinate tasks properly;['fail', 'coordinate', 'tasks', 'properly']
You are careless in professional conduct.;english;toxic;careless professional conduct;['careless', 'professional', 'conduct']
You act irresponsibly in important matters.;english;toxic;act irresponsibly important matters;['act', 'irresponsibly', 'important', 'matters']
You fail to maintain professionalism.;english;toxic;fail maintain professionalism;['fail', 'maintain', 'professionalism']
You are disrespectful in team settings.;english;toxic;disrespectful team settings;['disrespectful', 'team', 'settings']
You ignore company protocols.;english;toxic;ignore company protocols;['ignore', 'company', 'protocols']
You fail to manage workload efficienglishtly.;english;toxic;fail manage workload efficienglishtly;['fail', 'manage', 'workload', 'efficienglishtly']
You act selfishly in team projects.;english;toxic;act selfishly team projects;['act', 'selfishly', 'team', 'projects']
You are careless in execution of duties.;english;toxic;careless execution duties;['careless', 'execution', 'duties']
You fail to meet professional standards.;english;toxic;fail meet professional standards;['fail', 'meet', 'professional', 'standards']
You do not take guidance seriously.;english;toxic;take guidance seriously;['take', 'guidance', 'seriously']
You are frequenglishtly late to deliverables.;english;toxic;frequenglishtly late deliverables;['frequenglishtly', 'late', 'deliverables']
ahlan;mixed;clean;ahlan;['ahlan']
ezayek;mixed;clean;ezayek;['ezayek']
3amel eh;mixed;clean;3amel eh;['3amel', 'eh']
tmam;mixed;clean;tmam;['tmam']
m3lesh;mixed;clean;m3lesh;['m3lesh']
bora7a;mixed;clean;bora7a;['bora7a']
kwayes;mixed;clean;kwayes;['kwayes']
shokran;mixed;clean;shokran;['shokran']
3afwaan;mixed;clean;3afwaan;['3afwaan']
ah ;mixed;clean;ah;['ah']
la;mixed;clean;la;['la']
momkenglish;mixed;clean;momkenglish;['momkenglish']
feenglishk;mixed;clean;feenglishk;['feenglishk']
delwa2ty;mixed;clean;delwa2ty;['delwa2ty']
bokra;mixed;clean;bokra;['bokra']
gahez;mixed;clean;gahez;['gahez']
y3ni;mixed;clean;y3ni;['y3ni']
gma3a;mixed;clean;gma3a;['gma3a']
7ader;mixed;clean;7ader;['7ader']
away;mixed;clean;away;['away']
sa7;mixed;clean;sa7;['sa7']
ghalat;mixed;clean;ghalat;['ghalat']
akeeed;mixed;clean;akeeed;['akeeed']
mot2aked;mixed;clean;mot2aked;['mot2aked']
7elw;mixed;clean;7elw;['7elw']
mar7aba;mixed;clean;mar7aba;['mar7aba']
m7tag;mixed;clean;m7tag;['m7tag']
kolko;mixed;clean;kolko;['kolko']
shater;mixed;clean;shater;['shater']
zaki;mixed;clean;zaki;['zaki']
gameeel;mixed;clean;gameeel;['gameeel']
Congratulations on completing your graduation project!;english;clean;congratulations completing graduation project;['congratulations', 'completing', 'graduation', 'project']
Well done on successfully finishing your final year project!;english;clean;well done successfully finishing final year project;['well', 'done', 'successfully', 'finishing', 'final', 'year', 'project']
Kudos on your hard work and dedication to your graduation project!;english;clean;kudos hard work dedication graduation project;['kudos', 'hard', 'work', 'dedication', 'graduation', 'project']
Hats off to your amazing achievemenglisht in your capstone project!;english;clean;hats amazing achievemenglisht capstone project;['hats', 'amazing', 'achievemenglisht', 'capstone', 'project']
Your graduation project is impressive—congratulations!;english;clean;graduation project impressivecongratulations;['graduation', 'project', 'impressivecongratulations']
Congratulations on completing your internship successfully!;english;clean;congratulations completing internship successfully;['congratulations', 'completing', 'internship', 'successfully']
Well done on gaining valuable professional experienglishce!;english;clean;well done gaining valuable professional experienglishce;['well', 'done', 'gaining', 'valuable', 'professional', 'experienglishce']
Kudos for your dedication and effort during your training!;english;clean;kudos dedication effort training;['kudos', 'dedication', 'effort', 'training']
You did an amazing job during your internship—congratulations!;english;clean;amazing job internshipcongratulations;['amazing', 'job', 'internshipcongratulations']
Great work on making the most out of your professional training!;english;clean;great work making professional training;['great', 'work', 'making', 'professional', 'training']
Congratulations on starting your professional career!;english;clean;congratulations starting professional career;['congratulations', 'starting', 'professional', 'career']
Wishing you all the best in your new job!;english;clean;wishing best new job;['wishing', 'best', 'new', 'job']
Kudos on landing your first professional role!;english;clean;kudos landing first professional role;['kudos', 'landing', 'first', 'professional', 'role']
Well done on this important step in your career journey!;english;clean;well done important step career journey;['well', 'done', 'important', 'step', 'career', 'journey']
Your hard work paid off—congratulations on your new opportunity!;english;clean;hard work paid offcongratulations new opportunity;['hard', 'work', 'paid', 'offcongratulations', 'new', 'opportunity']
Congratulations on your outstanding performance!;english;clean;congratulations outstanding performance;['congratulations', 'outstanding', 'performance']
Your dedication and hard work truly deserve recognition—well done!;english;clean;dedication hard work truly deserve recognitionwell done;['dedication', 'hard', 'work', 'truly', 'deserve', 'recognitionwell', 'done']
Keep up the excellenglisht work—you’re on the right path!;english;clean;keep excellenglisht workyoure right path;['keep', 'excellenglisht', 'workyoure', 'right', 'path']
Proud of your achievemenglishts in academics and professional growth!;english;clean;proud achievemenglishts academics professional growth;['proud', 'achievemenglishts', 'academics', 'professional', 'growth']
Wishing you continued success in all your future projects and work!;english;clean;wishing continued success future projects work;['wishing', 'continued', 'success', 'future', 'projects', 'work']
Excellenglisht job completing your graduation project with distinction!;english;clean;excellenglisht job completing graduation project distinction;['excellenglisht', 'job', 'completing', 'graduation', 'project', 'distinction']
Your perseverance in your internship is truly commenglishdable!;english;clean;perseverance internship truly commenglishdable;['perseverance', 'internship', 'truly', 'commenglishdable']
Congratulations on your remarkable contribution to your team project!;english;clean;congratulations remarkable contribution team project;['congratulations', 'remarkable', 'contribution', 'team', 'project']
Well done on achieving your professional developmenglisht goals!;english;clean;well done achieving professional developmenglisht goals;['well', 'done', 'achieving', 'professional', 'developmenglisht', 'goals']
Kudos for successfully completing your practical training!;english;clean;kudos successfully completing practical training;['kudos', 'successfully', 'completing', 'practical', 'training']
Impressive work on your final year project—keep it up!;english;clean;impressive work final year projectkeep;['impressive', 'work', 'final', 'year', 'projectkeep']
Congratulations on making the most of your internship experienglishce!;english;clean;congratulations making internship experienglishce;['congratulations', 'making', 'internship', 'experienglishce']
Wishing you success as you embark on your professional journey!;english;clean;wishing success embark professional journey;['wishing', 'success', 'embark', 'professional', 'journey']
Your commitmenglisht to your graduation project is inspiring!;english;clean;commitmenglisht graduation project inspiring;['commitmenglisht', 'graduation', 'project', 'inspiring']
Great job on mastering new skills during your training!;english;clean;great job mastering new skills training;['great', 'job', 'mastering', 'new', 'skills', 'training']
Well done on exceeding expectations in your professional work!;english;clean;well done exceeding expectations professional work;['well', 'done', 'exceeding', 'expectations', 'professional', 'work']
Congratulations on your exceptional project outcomes!;english;clean;congratulations exceptional project outcomes;['congratulations', 'exceptional', 'project', 'outcomes']
Kudos for your initiative and creativity in your final project!;english;clean;kudos initiative creativity final project;['kudos', 'initiative', 'creativity', 'final', 'project']
You’ve shown remarkable dedication in completing your internship!;english;clean;youve shown remarkable dedication completing internship;['youve', 'shown', 'remarkable', 'dedication', 'completing', 'internship']
Excellenglisht work on achieving your training objectives!;english;clean;excellenglisht work achieving training objectives;['excellenglisht', 'work', 'achieving', 'training', 'objectives']
Well done on your professional growth and learning achievemenglishts!;english;clean;well done professional growth learning achievemenglishts;['well', 'done', 'professional', 'growth', 'learning', 'achievemenglishts']
Congratulations on successfully managing your graduation project!;english;clean;congratulations successfully managing graduation project;['congratulations', 'successfully', 'managing', 'graduation', 'project']
Your hard work during your internship truly paid off!;english;clean;hard work internship truly paid;['hard', 'work', 'internship', 'truly', 'paid']
Proud of your achievemenglishts in completing complex projects!;english;clean;proud achievemenglishts completing complex projects;['proud', 'achievemenglishts', 'completing', 'complex', 'projects']
Well done on showcasing your skills in a professional englishvironmenglisht!;english;clean;well done showcasing skills professional englishvironmenglisht;['well', 'done', 'showcasing', 'skills', 'professional', 'englishvironmenglisht']
Congratulations on your success in applying academic knowledge practically!;english;clean;congratulations success applying academic knowledge practically;['congratulations', 'success', 'applying', 'academic', 'knowledge', 'practically']
Kudos for your problem-solving and teamwork during training!;english;clean;kudos problemsolving teamwork training;['kudos', 'problemsolving', 'teamwork', 'training']
Your graduation project reflects your talenglisht and commitmenglisht—well done!;english;clean;graduation project reflects talenglisht commitmenglishtwell done;['graduation', 'project', 'reflects', 'talenglisht', 'commitmenglishtwell', 'done']
Congratulations on making a meaningful impact through your work!;english;clean;congratulations making meaningful impact work;['congratulations', 'making', 'meaningful', 'impact', 'work']
Great job on demonstrating professionalism and skill during your internship!;english;clean;great job demonstrating professionalism skill internship;['great', 'job', 'demonstrating', 'professionalism', 'skill', 'internship']
Well done on achieving milestones in your academic and professional journey!;english;clean;well done achieving milestones academic professional journey;['well', 'done', 'achieving', 'milestones', 'academic', 'professional', 'journey']
Congratulations on your dedication to learning and growth!;english;clean;congratulations dedication learning growth;['congratulations', 'dedication', 'learning', 'growth']
Kudos for your perseverance and excellenglisht project results!;english;clean;kudos perseverance excellenglisht project results;['kudos', 'perseverance', 'excellenglisht', 'project', 'results']
Your graduation project is a testamenglisht to your hard work and creativity!;english;clean;graduation project testamenglisht hard work creativity;['graduation', 'project', 'testamenglisht', 'hard', 'work', 'creativity']
Well done on successfully completing challenglishging tasks!;english;clean;well done successfully completing challenglishging tasks;['well', 'done', 'successfully', 'completing', 'challenglishging', 'tasks']
Congratulations on your achievemenglishts and future career prospects!;english;clean;congratulations achievemenglishts future career prospects;['congratulations', 'achievemenglishts', 'future', 'career', 'prospects']
Your effort and dedication during training are truly commenglishdable!;english;clean;effort dedication training truly commenglishdable;['effort', 'dedication', 'training', 'truly', 'commenglishdable']
Great work on advancing your professional experienglishce and skills!;english;clean;great work advancing professional experienglishce skills;['great', 'work', 'advancing', 'professional', 'experienglishce', 'skills']
مبروك على إتمام مشروع التخرج!;arabic;clean;مبروك علي اتمام مشروع التخرج;['مبروك', 'علي', 'اتمام', 'مشروع', 'التخرج']
عمل ممتاز في إنهاء مشروع السنة النهائية!;arabic;clean;عمل ممتاز انهاء مشروع السنه النهاييه;['عمل', 'ممتاز', 'انهاء', 'مشروع', 'السنه', 'النهاييه']
أحسنت على اجتهادك وتفانيك في مشروع التخرج!;arabic;clean;احسنت علي اجتهادك وتفانيك مشروع التخرج;['احسنت', 'علي', 'اجتهادك', 'وتفانيك', 'مشروع', 'التخرج']
تحية على إنجازك الرائع في مشروع التخرج النهائي!;arabic;clean;تحيه علي انجازك الرايع مشروع التخرج النهايي;['تحيه', 'علي', 'انجازك', 'الرايع', 'مشروع', 'التخرج', 'النهايي']
مشروع التخرج الخاص بك رائع—مبروك!;arabic;clean;مشروع التخرج الخاص رايعمبروك;['مشروع', 'التخرج', 'الخاص', 'رايعمبروك']
مبروك على إتمام التدريب المهني بنجاح!;arabic;clean;مبروك علي اتمام التدريب المهني بنجاح;['مبروك', 'علي', 'اتمام', 'التدريب', 'المهني', 'بنجاح']
عمل رائع على اكتساب خبرة مهنية قيمة!;arabic;clean;عمل رايع علي اكتساب خبره مهنيه قيمه;['عمل', 'رايع', 'علي', 'اكتساب', 'خبره', 'مهنيه', 'قيمه']
أحسنت على تفانيك وجهدك خلال التدريب!;arabic;clean;احسنت علي تفانيك وجهدك خلال التدريب;['احسنت', 'علي', 'تفانيك', 'وجهدك', 'خلال', 'التدريب']
لقد قمت بعمل رائع خلال التدريب المهني—مبروك!;arabic;clean;لقد قمت بعمل رايع خلال التدريب المهنيمبروك;['لقد', 'قمت', 'بعمل', 'رايع', 'خلال', 'التدريب', 'المهنيمبروك']
عمل ممتاز في الاستفادة القصوى من التدريب المهني!;arabic;clean;عمل ممتاز الاستفاده القصوي التدريب المهني;['عمل', 'ممتاز', 'الاستفاده', 'القصوي', 'التدريب', 'المهني']
مبروك على بدء مسيرتك المهنية!;arabic;clean;مبروك علي بدء مسيرتك المهنيه;['مبروك', 'علي', 'بدء', 'مسيرتك', 'المهنيه']
نتمنى لك كل التوفيق في وظيفتك الجديدة!;arabic;clean;نتمني التوفيق وظيفتك الجديده;['نتمني', 'التوفيق', 'وظيفتك', 'الجديده']
أحسنت على الحصول على أول وظيفة مهنية لك!;arabic;clean;احسنت علي الحصول علي اول وظيفه مهنيه;['احسنت', 'علي', 'الحصول', 'علي', 'اول', 'وظيفه', 'مهنيه']
عمل رائع في هذه الخطوة المهمة في مسيرتك المهنية!;arabic;clean;عمل رايع الخطوه المهمه مسيرتك المهنيه;['عمل', 'رايع', 'الخطوه', 'المهمه', 'مسيرتك', 'المهنيه']
جهدك أثمر—مبروك على الفرصة الجديدة!;arabic;clean;جهدك اثمرمبروك علي الفرصه الجديده;['جهدك', 'اثمرمبروك', 'علي', 'الفرصه', 'الجديده']
مبروك على أدائك المتميز!;arabic;clean;مبروك علي ادايك المتميز;['مبروك', 'علي', 'ادايك', 'المتميز']
تفانيك وجهدك يستحقان التقدير—أحسنت!;arabic;clean;تفانيك وجهدك يستحقان التقديراحسنت;['تفانيك', 'وجهدك', 'يستحقان', 'التقديراحسنت']
استمر في العمل الممتاز—أنت على الطريق الصحيح!;arabic;clean;استمر العمل الممتازانت علي الطريق الصحيح;['استمر', 'العمل', 'الممتازانت', 'علي', 'الطريق', 'الصحيح']
فخورون بإنجازاتك في الدراسة والنمو المهني!;arabic;clean;فخورون بانجازاتك الدراسه والنمو المهني;['فخورون', 'بانجازاتك', 'الدراسه', 'والنمو', 'المهني']
نتمنى لك استمرار النجاح في جميع مشاريعك المستقبلية!;arabic;clean;نتمني استمرار النجاح مشاريعك المستقبليه;['نتمني', 'استمرار', 'النجاح', 'مشاريعك', 'المستقبليه']
عمل ممتاز في مشروع التخرج وتميز ملحوظ!;arabic;clean;عمل ممتاز مشروع التخرج وتميز ملحوظ;['عمل', 'ممتاز', 'مشروع', 'التخرج', 'وتميز', 'ملحوظ']
اجتهادك في التدريب المهني يستحق الإشادة!;arabic;clean;اجتهادك التدريب المهني يستحق الاشاده;['اجتهادك', 'التدريب', 'المهني', 'يستحق', 'الاشاده']
مبروك على مساهمتك الرائعة في مشروع الفريق!;arabic;clean;مبروك علي مساهمتك الرايعه مشروع الفريق;['مبروك', 'علي', 'مساهمتك', 'الرايعه', 'مشروع', 'الفريق']
أحسنت على تحقيق أهداف التطوير المهني!;arabic;clean;احسنت علي تحقيق اهداف التطوير المهني;['احسنت', 'علي', 'تحقيق', 'اهداف', 'التطوير', 'المهني']
تحية على إتمام التدريب العملي بنجاح!;arabic;clean;تحيه علي اتمام التدريب العملي بنجاح;['تحيه', 'علي', 'اتمام', 'التدريب', 'العملي', 'بنجاح']
عمل مميز في مشروع السنة النهائية—استمر!;arabic;clean;عمل مميز مشروع السنه النهاييهاستمر;['عمل', 'مميز', 'مشروع', 'السنه', 'النهاييهاستمر']
مبروك على الاستفادة القصوى من تجربة التدريب!;arabic;clean;مبروك علي الاستفاده القصوي تجربه التدريب;['مبروك', 'علي', 'الاستفاده', 'القصوي', 'تجربه', 'التدريب']
نتمنى لك النجاح في بداية مسيرتك المهنية!;arabic;clean;نتمني النجاح بدايه مسيرتك المهنيه;['نتمني', 'النجاح', 'بدايه', 'مسيرتك', 'المهنيه']
تفانيك في مشروع التخرج ملهم!;arabic;clean;تفانيك مشروع التخرج ملهم;['تفانيك', 'مشروع', 'التخرج', 'ملهم']
عمل رائع في اكتساب مهارات جديدة أثناء التدريب!;arabic;clean;عمل رايع اكتساب مهارات جديده اثناء التدريب;['عمل', 'رايع', 'اكتساب', 'مهارات', 'جديده', 'اثناء', 'التدريب']
